source,landmark_estimate,eccentricity,reached,distance_sum
1378366,717,780,1957027,691612702
1105943,718,781,1957027,629375904
1261958,722,781,1957027,627474446
1263186,728,781,1957027,633300842
1409535,718,781,1957027,701506612
1674656,714,781,1957027,794857266
624998,724,782,1957027,638495683
1116845,719,782,1957027,657930857
1236471,773,782,1957027,667559408
1268843,729,782,1957027,630908492
1443587,719,782,1957027,675390726
1682620,738,782,1957027,809287731
618532,730,783,1957027,640778192
1233371,782,783,1957027,707505054
1294050,720,783,1957027,634384533
1335505,763,783,1957027,674025481
1377947,720,783,1957027,698910613
477982,781,784,1957027,860285820
1118870,721,784,1957027,657290908
1202865,754,784,1957027,731333065
1263148,731,784,1957027,638339579
1323620,780,784,1957027,698702739
1459423,721,784,1957027,687451277
1105849,722,785,1957027,641086476
1231841,779,785,1957027,711260254
1233881,777,785,1957027,726121640
1236411,769,785,1957027,667760822
1324939,785,785,1957027,704024494
1334457,760,785,1957027,675853798
1337634,772,785,1957027,680694143
1442752,722,785,1957027,700932365
1716738,718,785,1957027,840754822
1254625,784,786,1957027,714777627
1411840,723,786,1957027,700748867
1664012,774,786,1957027,847117449
1226337,742,787,1957027,648489059
1228669,758,787,1957027,717183932
1270982,734,787,1957027,638840814
1341984,741,787,1957027,650908799
1404067,724,787,1957027,706743042
481418,744,788,1957027,919869333
1226752,739,788,1957027,644006846
1350352,753,788,1957027,666219413
1411591,725,788,1957027,702718843
477911,786,789,1957027,871300008
1269606,736,789,1957027,645534390
1416410,726,789,1957027,704982331
1727581,722,789,1957027,822189025
1047138,727,790,1957027,674310147
1444322,727,790,1957027,704186039
1709122,723,790,1957027,854789454
1099595,728,791,1957027,674529560
1223958,762,791,1957027,740541138
1237797,791,791,1957027,720311750
1271843,738,791,1957027,639011242
1323351,790,791,1957027,711793646
1117845,729,792,1957027,664123547
1206688,751,792,1957027,746339294
1713176,725,792,1957027,853031846
476001,790,793,1957027,878919227
1251600,747,793,1957027,646213147
1272269,732,793,1957027,647008970
1289836,740,793,1957027,644944841
1342672,747,793,1957027,659392895
1443291,730,793,1957027,715766927
1720960,726,793,1957027,841420720
1088223,731,794,1957027,665790967
1229665,753,794,1957027,657859226
1251635,748,794,1957027,652939598
1271048,741,794,1957027,648731432
1728314,727,794,1957027,831337277
1064468,749,795,1957027,658010080
1122208,732,795,1957027,679566709
1046252,733,796,1957027,677645918
1297882,737,796,1957027,645352925
1458715,733,796,1957027,718160336
479674,773,797,1957027,937883960
481257,753,797,1957027,937029910
1118298,734,797,1957027,670003618
1725391,730,797,1957027,837977948
1219364,781,798,1957027,742531025
1274313,745,798,1957027,654636689
1297916,735,798,1957027,652880231
1416117,735,798,1957027,717614039
1668598,750,798,1957027,834876670
1115460,736,799,1957027,665067287
1205904,757,799,1957027,778959895
1270914,746,799,1957027,648653563
1295004,744,799,1957027,648197021
1700750,787,799,1957027,875870214
1709769,732,799,1957027,871444591
481746,751,800,1957027,940235333
1064316,752,800,1957027,664143801
1236041,775,800,1957027,691871058
1414322,737,800,1957027,713762009
1732902,733,800,1957027,870066433
1116070,738,801,1957027,676223190
1237396,799,801,1957027,709674061
1237896,795,801,1957027,739200610
1250074,783,801,1957027,690163236
1668448,786,801,1957027,874244881
1700740,789,801,1957027,877953245
1047326,739,802,1957027,681059791
1224245,771,802,1957027,754411070
1730029,735,802,1957027,835731109
1053623,742,803,1957027,676497476
1122781,740,803,1957027,674528715
1291980,750,803,1957027,657256671
1414198,740,803,1957027,722874116
1106694,741,804,1957027,663401273
1240098,800,804,1957027,745218300
1721810,737,804,1957027,852932800
814896,775,805,1957027,952887914
1063085,746,805,1957027,674683005
1122965,744,805,1957027,678027903
1224237,774,805,1957027,760281895
1250690,764,805,1957027,678066608
1041976,798,806,1957027,748620988
1142209,743,806,1957027,667500296
1240240,798,806,1957027,754648816
1250742,797,806,1957027,708453026
1278510,752,806,1957027,663511064
1275970,749,807,1957027,659526956
1447380,744,807,1957027,727718749
1717613,740,807,1957027,870975925
805018,807,808,1957027,894204745
1113726,745,808,1957027,682522560
1248106,805,808,1957027,747534638
812809,779,809,1957027,960408184
1044389,801,809,1957027,762631666
1054773,748,809,1957027,689258325
1056885,795,809,1957027,759030026
480100,759,810,1957027,962080457
1052340,810,810,1957027,743204216
1055269,747,810,1957027,699736462
1239207,809,810,1957027,726578748
1056920,782,811,1957027,751154594
1209189,776,811,1957027,776304352
1210461,792,811,1957027,759060574
1733656,744,811,1957027,877413962
1077418,760,812,1957027,691400097
1276907,759,812,1957027,673318207
1718369,745,812,1957027,871920992
287663,750,813,1957027,728885190
1040341,805,813,1957027,783812920
1058060,808,813,1957027,767947285
1065442,772,813,1957027,691604985
1068301,791,813,1957027,704087836
1083045,789,813,1957027,704566049
1121594,750,813,1957027,681108908
1244366,801,813,1957027,771413544
1711265,746,813,1957027,887987114
1051543,792,814,1957027,706416276
1052562,766,814,1957027,696925692
1083093,788,814,1957027,704785198
1243122,811,814,1957027,761536364
1277068,761,814,1957027,678550838
805094,814,815,1957027,916776295
1242659,807,815,1957027,766300129
1725916,748,815,1957027,856816748
1133839,755,816,1957027,698712722
289176,754,817,1957027,737883720
814097,777,817,1957027,977424447
1055375,763,817,1957027,698572649
1248029,817,817,1957027,752965852
1122718,756,819,1957027,689390683
810923,794,820,1957027,985142061
1053476,802,820,1957027,736925744
291792,758,821,1957027,736057813
1418844,758,821,1957027,720892993
1699224,759,821,1957027,863749601
1714017,754,821,1957027,886949102
1252159,816,822,1957027,775524256
1711020,755,822,1957027,902227391
801034,815,823,1957027,984582835
811001,788,823,1957027,984345628
1074128,803,823,1957027,726115011
1714757,756,823,1957027,884186881
811396,789,824,1957027,987148066
1068934,783,824,1957027,710887220
1071731,778,824,1957027,711149671
1074851,806,824,1957027,734133318
1044271,813,825,1957027,738182648
1074824,812,825,1957027,745110002
1246630,824,825,1957027,751325892
1703712,788,825,1957027,909135055
1726348,761,825,1957027,869307631
300559,795,826,1957027,749317160
802597,804,826,1957027,998918823
1041683,826,826,1957027,808309683
1070830,780,826,1957027,713850088
809929,800,827,1957027,995200614
809932,799,827,1957027,994138772
1247932,818,827,1957027,746095534
298796,769,828,1957027,745785657
807988,822,828,1957027,931317694
1075040,790,828,1957027,721776782
1253745,819,828,1957027,747627666
302886,783,829,1957027,741919987
1059427,797,829,1957027,743821630
1071858,784,829,1957027,717884527
1247566,829,829,1957027,763143805
311824,785,830,1957027,756383126
1083097,793,830,1957027,724558989
305298,791,831,1957027,753103258
801225,809,831,1957027,1007711402
1074515,785,831,1957027,725189885
1215951,804,831,1957027,804970496
1702558,815,831,1957027,942938705
1731312,764,831,1957027,908173007
287128,771,832,1957027,740269185
811585,793,832,1957027,1001268195
1076326,786,832,1957027,733582257
1084389,823,832,1957027,792103433
293902,770,833,1957027,759881418
802406,811,833,1957027,1014455048
1081118,787,833,1957027,735403963
1083036,794,834,1957027,729187549
301499,792,836,1957027,752906592
292692,774,837,1957027,773264555
294632,776,837,1957027,767911666
1075587,796,837,1957027,737928181
1413091,776,837,1957027,747106090
1698374,771,838,1957027,896270224
799064,828,839,1957027,1020313596
800009,832,839,1957027,998181384
1042042,839,839,1957027,829256142
294504,780,841,1957027,775392944
294517,778,841,1957027,775948771
803806,787,842,1957027,1035627057
288078,782,843,1957027,771265455
290006,794,843,1957027,781405319
308411,784,843,1957027,775013112
798897,835,843,1957027,1017293400
1701624,802,843,1957027,939748872
1044022,845,849,1957027,832340352
294972,793,851,1957027,787610849
295008,797,851,1957027,793429319
309904,796,855,1957027,798535486
799545,821,856,1957027,1059952828
1082582,857,857,1957027,851632855
